,id_student,gender,region,highest_education,age_band,disability,final_result,score
17411,2615956,F,Wales,A Level or Equivalent,0-35,N,Fail,72
17412,2641935,F,East Anglian Region,HE Qualification,0-35,N,Pass,81
17413,2643240,F,South Region,Lower Than A Level,35-55,N,Withdrawn,65
17414,2650337,M,South West Region,A Level or Equivalent,0-35,Y,Pass,72
17415,2653689,F,Ireland,A Level or Equivalent,0-35,N,Fail,43
17416,2662152,F,North Western Region,HE Qualification,35-55,N,Pass,77
17417,2675393,M,North Western Region,No Formal quals,0-35,N,Fail,40
17418,2677210,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,86
17419,2678380,M,South East Region,HE Qualification,35-55,N,Pass,81
17420,2680988,F,North Region,Post Graduate Qualification,35-55,N,Fail,92
17421,2681782,M,Scotland,A Level or Equivalent,35-55,Y,Withdrawn,70
17422,2684043,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,80
17423,2685863,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,65
17424,2689863,F,South West Region,A Level or Equivalent,0-35,N,Pass,71
17425,43564,M,Scotland,HE Qualification,35-55,N,Pass,93
17426,63112,M,South East Region,Lower Than A Level,35-55,N,Pass,71
17427,63112,M,South East Region,Lower Than A Level,35-55,N,Withdrawn,71
17428,66713,M,South Region,A Level or Equivalent,0-35,N,Pass,77
17429,76579,F,Yorkshire Region,HE Qualification,0-35,N,Withdrawn,61
17430,76579,F,Yorkshire Region,HE Qualification,0-35,N,Pass,61
17431,88568,M,North Western Region,HE Qualification,35-55,N,Pass,90
17432,96873,M,North Western Region,A Level or Equivalent,0-35,N,Fail,92
17433,113698,M,South West Region,Lower Than A Level,0-35,N,Fail,61
17434,113824,M,East Anglian Region,Lower Than A Level,0-35,Y,Fail,76
17435,117197,F,South Region,A Level or Equivalent,0-35,N,Pass,89
17436,128929,F,North Region,A Level or Equivalent,0-35,N,Distinction,93
17437,132123,M,South East Region,HE Qualification,0-35,N,Pass,90
17438,140060,M,West Midlands Region,A Level or Equivalent,35-55,N,Distinction,89
17439,140518,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,92
17440,143711,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,90
17441,144448,M,North Western Region,Lower Than A Level,35-55,N,Distinction,94
17442,146974,F,London Region,A Level or Equivalent,0-35,N,Pass,75
17443,165509,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,73
17444,173710,M,East Anglian Region,HE Qualification,35-55,N,Distinction,91
17445,173834,F,West Midlands Region,HE Qualification,35-55,N,Pass,93
17446,174010,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,85
17447,176086,M,Wales,Lower Than A Level,0-35,N,Fail,68
17448,189629,F,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,70
17449,195234,M,Scotland,Lower Than A Level,0-35,N,Fail,56
17450,197730,M,Scotland,HE Qualification,35-55,N,Withdrawn,84
17451,197730,M,Scotland,HE Qualification,35-55,N,Pass,84
17452,200095,M,East Anglian Region,HE Qualification,35-55,N,Pass,89
17453,202677,M,London Region,Lower Than A Level,35-55,N,Pass,71
17454,233311,F,South West Region,Lower Than A Level,0-35,N,Pass,94
17455,245316,M,North Western Region,Lower Than A Level,0-35,N,Fail,88
17456,245605,M,South Region,A Level or Equivalent,0-35,N,Distinction,92
17457,246060,M,West Midlands Region,Lower Than A Level,0-35,N,Distinction,100
17458,250047,M,Scotland,HE Qualification,35-55,N,Pass,88
17459,259662,M,West Midlands Region,Lower Than A Level,35-55,N,Pass,82
17460,265769,F,East Anglian Region,A Level or Equivalent,0-35,N,Pass,80
17461,269764,M,Scotland,HE Qualification,0-35,N,Pass,63
17462,270638,M,South West Region,Lower Than A Level,35-55,N,Pass,76
17463,275162,M,South West Region,HE Qualification,35-55,N,Fail,82
17464,278786,M,Scotland,Lower Than A Level,35-55,N,Withdrawn,68
17465,278786,M,Scotland,Lower Than A Level,35-55,N,Fail,68
17466,280017,M,South Region,A Level or Equivalent,0-35,N,Pass,74
17467,283133,M,East Midlands Region,HE Qualification,0-35,N,Distinction,93
17468,286262,M,South Region,Lower Than A Level,0-35,Y,Withdrawn,76
17469,286262,M,South Region,Lower Than A Level,0-35,Y,Pass,76
17470,286527,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,59
17471,286527,F,North Western Region,A Level or Equivalent,0-35,N,Pass,59
17472,288282,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,78
17473,297853,M,South West Region,Lower Than A Level,0-35,N,Distinction,96
17474,311845,M,Scotland,A Level or Equivalent,35-55,N,Distinction,94
17475,313501,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,87
17476,324332,F,South Region,A Level or Equivalent,0-35,N,Pass,81
17477,328844,M,South East Region,A Level or Equivalent,0-35,N,Pass,81
17478,328942,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,92
17479,330530,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,58
17480,333493,M,South Region,Lower Than A Level,0-35,N,Pass,79
17481,333976,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,74
17482,333976,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,74
17483,336402,F,North Western Region,A Level or Equivalent,0-35,N,Pass,88
17484,338894,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,65
17485,339640,M,South Region,A Level or Equivalent,0-35,N,Pass,91
17486,339785,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,75
17487,342962,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,74
17488,343543,M,North Western Region,A Level or Equivalent,0-35,N,Distinction,93
17489,344676,F,London Region,A Level or Equivalent,0-35,N,Pass,72
17490,348655,M,London Region,Lower Than A Level,0-35,N,Pass,71
17491,356568,F,South West Region,HE Qualification,0-35,N,Pass,85
17492,365222,M,London Region,HE Qualification,0-35,N,Pass,75
17493,365762,M,Scotland,Lower Than A Level,35-55,N,Withdrawn,48
17494,369119,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,64
17495,374192,F,South East Region,A Level or Equivalent,35-55,Y,Distinction,91
17496,374739,M,Scotland,A Level or Equivalent,0-35,N,Pass,52
17497,379528,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,59
17498,384797,M,North Western Region,A Level or Equivalent,0-35,N,Pass,80
17499,387537,M,London Region,A Level or Equivalent,0-35,N,Pass,71
17500,387648,M,North Western Region,HE Qualification,0-35,N,Pass,94
17501,388912,M,Scotland,A Level or Equivalent,35-55,N,Fail,83
17502,388923,M,North Region,A Level or Equivalent,35-55,N,Pass,90
17503,392994,M,South West Region,Lower Than A Level,35-55,N,Distinction,97
17504,394060,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,67
17505,397557,M,South East Region,A Level or Equivalent,35-55,N,Pass,48
17506,404050,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,79
17507,404449,M,North Western Region,HE Qualification,35-55,N,Pass,73
17508,406121,F,North Region,Lower Than A Level,0-35,N,Pass,84
17509,406549,M,South Region,Lower Than A Level,35-55,Y,Pass,75
17510,407876,F,East Anglian Region,A Level or Equivalent,0-35,N,Fail,49
17511,411381,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,41
17512,411381,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,41
17513,412911,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,71
17514,413702,M,South Region,Lower Than A Level,0-35,N,Withdrawn,46
17515,416420,M,Scotland,HE Qualification,0-35,N,Pass,83
17516,418900,M,North Region,A Level or Equivalent,0-35,N,Pass,78
17517,419223,M,Scotland,A Level or Equivalent,0-35,N,Pass,89
17518,420173,M,North Region,HE Qualification,0-35,N,Distinction,96
17519,425274,M,North Region,Lower Than A Level,0-35,N,Pass,55
17520,434759,M,North Western Region,A Level or Equivalent,0-35,N,Distinction,87
17521,435277,M,London Region,A Level or Equivalent,0-35,N,Distinction,87
17522,438283,M,South West Region,A Level or Equivalent,0-35,Y,Fail,71
17523,440610,M,Scotland,No Formal quals,35-55,N,Pass,89
17524,441858,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,93
17525,442807,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,84
17526,442937,M,London Region,Lower Than A Level,35-55,N,Withdrawn,89
17527,443181,M,London Region,A Level or Equivalent,0-35,N,Pass,81
17528,444403,M,Wales,A Level or Equivalent,35-55,N,Pass,78
17529,446324,M,Scotland,A Level or Equivalent,0-35,Y,Pass,93
17530,446397,M,Scotland,HE Qualification,35-55,N,Withdrawn,87
17531,446397,M,Scotland,HE Qualification,35-55,N,Fail,87
17532,465392,M,East Midlands Region,HE Qualification,35-55,N,Distinction,89
17533,465777,F,London Region,HE Qualification,0-35,N,Pass,66
17534,465845,M,Scotland,A Level or Equivalent,0-35,Y,Withdrawn,92
17535,466961,M,South West Region,A Level or Equivalent,0-35,N,Pass,92
17536,467302,M,London Region,HE Qualification,35-55,N,Pass,90
17537,467363,M,Ireland,A Level or Equivalent,0-35,N,Withdrawn,64
17538,467363,M,Ireland,A Level or Equivalent,0-35,N,Fail,64
17539,469959,M,Wales,A Level or Equivalent,0-35,N,Fail,75
17540,470534,F,South East Region,Lower Than A Level,0-35,N,Withdrawn,83
17541,472336,M,Scotland,A Level or Equivalent,35-55,N,Pass,83
17542,472857,M,Wales,A Level or Equivalent,0-35,N,Pass,61
17543,473706,M,Ireland,Lower Than A Level,0-35,N,Fail,91
17544,473739,M,South Region,Lower Than A Level,0-35,N,Pass,84
17545,473943,M,Wales,Lower Than A Level,0-35,N,Fail,53
17546,475370,M,North Western Region,Lower Than A Level,0-35,N,Pass,91
17547,475893,M,South Region,A Level or Equivalent,0-35,N,Pass,64
17548,478435,M,South West Region,Lower Than A Level,35-55,N,Fail,66
17549,482012,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,90
17550,482406,M,South Region,A Level or Equivalent,0-35,N,Pass,77
17551,482726,F,South Region,Post Graduate Qualification,35-55,N,Pass,89
17552,483706,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,81
17553,485582,M,Scotland,HE Qualification,35-55,Y,Pass,75
17554,485898,M,Scotland,HE Qualification,35-55,N,Pass,83
17555,485909,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,62
17556,486545,M,South West Region,A Level or Equivalent,0-35,Y,Pass,86
17557,486964,M,Scotland,Lower Than A Level,0-35,N,Fail,85
17558,486964,M,Scotland,Lower Than A Level,0-35,N,Pass,85
17559,487588,M,East Midlands Region,A Level or Equivalent,0-35,N,Distinction,91
17560,487621,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,90
17561,491578,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,69
17562,491771,M,North Western Region,HE Qualification,0-35,N,Pass,73
17563,495887,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,90
17564,499400,M,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,87
17565,499881,F,South West Region,A Level or Equivalent,0-35,N,Pass,64
17566,500779,M,East Anglian Region,HE Qualification,35-55,N,Pass,87
17567,501918,M,London Region,A Level or Equivalent,0-35,N,Fail,61
17568,501921,M,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,87
17569,502393,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,92
17570,504404,M,North Western Region,Lower Than A Level,0-35,N,Pass,90
17571,504492,M,Scotland,HE Qualification,35-55,N,Distinction,91
17572,505727,M,Scotland,HE Qualification,0-35,N,Pass,90
17573,506504,M,South Region,Lower Than A Level,0-35,N,Pass,62
17574,506618,M,South West Region,HE Qualification,0-35,N,Withdrawn,83
17575,506618,M,South West Region,HE Qualification,0-35,N,Withdrawn,83
17576,507375,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,83
17577,507844,M,South West Region,A Level or Equivalent,0-35,Y,Pass,84
17578,509156,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,69
17579,510169,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,71
17580,515821,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,66
17581,516047,M,North Region,HE Qualification,0-35,N,Withdrawn,72
17582,519258,M,South West Region,Lower Than A Level,35-55,N,Withdrawn,63
17583,519258,M,South West Region,Lower Than A Level,35-55,N,Fail,63
17584,522994,M,Scotland,A Level or Equivalent,0-35,N,Pass,57
17585,523169,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,79
17586,524631,M,Scotland,A Level or Equivalent,0-35,N,Fail,55
17587,525246,M,Scotland,Lower Than A Level,35-55,N,Pass,60
17588,525703,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,81
17589,526051,M,East Anglian Region,Lower Than A Level,35-55,Y,Withdrawn,88
17590,526051,M,East Anglian Region,Lower Than A Level,35-55,Y,Distinction,88
17591,529509,M,Scotland,A Level or Equivalent,0-35,N,Fail,71
17592,530172,M,South West Region,Lower Than A Level,35-55,N,Withdrawn,68
17593,530360,M,South Region,Lower Than A Level,35-55,N,Fail,82
17594,530765,M,Scotland,A Level or Equivalent,0-35,N,Pass,72
17595,531097,M,North Western Region,A Level or Equivalent,0-35,Y,Fail,72
17596,534371,M,Ireland,A Level or Equivalent,35-55,N,Pass,93
17597,537929,M,North Region,A Level or Equivalent,0-35,N,Pass,80
17598,538040,F,Ireland,A Level or Equivalent,0-35,N,Fail,87
17599,539063,F,London Region,HE Qualification,0-35,N,Pass,93
17600,539990,M,Wales,Lower Than A Level,0-35,N,Pass,71
17601,541174,M,South Region,A Level or Equivalent,0-35,N,Pass,74
17602,543474,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,73
17603,544383,M,South East Region,Lower Than A Level,35-55,N,Distinction,91
17604,546604,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,70
17605,547173,M,South Region,Lower Than A Level,0-35,N,Distinction,90
17606,547424,M,South East Region,A Level or Equivalent,0-35,N,Pass,80
17607,548861,M,London Region,Lower Than A Level,0-35,N,Pass,63
17608,548992,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,51
17609,548992,M,London Region,A Level or Equivalent,0-35,N,Fail,51
17610,548994,M,South East Region,A Level or Equivalent,0-35,N,Pass,90
17611,549262,M,South West Region,A Level or Equivalent,0-35,N,Pass,75
17612,549681,M,East Midlands Region,Lower Than A Level,0-35,Y,Pass,53
17613,549960,M,West Midlands Region,Lower Than A Level,35-55,N,Distinction,91
17614,550025,M,London Region,Lower Than A Level,0-35,N,Pass,77
17615,550059,M,Ireland,Lower Than A Level,0-35,N,Fail,97
17616,551017,F,London Region,A Level or Equivalent,0-35,N,Pass,66
17617,551182,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,88
17618,551182,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,88
17619,551430,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,52
17620,552485,M,South West Region,A Level or Equivalent,0-35,N,Fail,97
17621,552795,M,North Western Region,A Level or Equivalent,0-35,N,Pass,82
17622,553943,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,76
17623,554052,M,North Region,HE Qualification,0-35,N,Distinction,96
17624,554132,M,South Region,A Level or Equivalent,0-35,Y,Fail,63
17625,554235,M,North Western Region,Lower Than A Level,35-55,N,Withdrawn,56
17626,554235,M,North Western Region,Lower Than A Level,35-55,N,Fail,56
17627,555228,M,North Region,A Level or Equivalent,0-35,Y,Pass,73
17628,555447,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,85
17629,556177,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,79
17630,556211,M,North Region,HE Qualification,35-55,N,Pass,86
17631,556231,F,London Region,A Level or Equivalent,0-35,N,Fail,78
17632,557147,M,South East Region,A Level or Equivalent,0-35,N,Pass,55
17633,557415,M,South West Region,A Level or Equivalent,0-35,N,Pass,89
17634,557490,M,North Region,Lower Than A Level,0-35,N,Fail,39
17635,558054,M,North Region,Lower Than A Level,0-35,N,Pass,92
17636,559551,M,South East Region,Lower Than A Level,0-35,N,Fail,79
17637,559617,F,East Anglian Region,Lower Than A Level,0-35,Y,Pass,83
17638,559758,M,Scotland,Lower Than A Level,35-55,N,Pass,73
17639,560326,M,London Region,Lower Than A Level,35-55,N,Withdrawn,47
17640,560502,M,East Midlands Region,A Level or Equivalent,35-55,Y,Fail,65
17641,560734,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,100
17642,560876,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,75
17643,560928,M,South Region,A Level or Equivalent,0-35,N,Pass,87
17644,561054,M,Yorkshire Region,Lower Than A Level,0-35,N,Fail,44
17645,561192,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,78
17646,561519,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,63
17647,561519,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,63
17648,563418,F,Scotland,A Level or Equivalent,0-35,N,Distinction,92
17649,563666,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,61
17650,564894,M,South Region,Lower Than A Level,35-55,N,Distinction,92
17651,565561,M,South East Region,HE Qualification,35-55,N,Fail,79
17652,566071,M,South West Region,Lower Than A Level,0-35,N,Fail,71
17653,566201,M,North Western Region,Lower Than A Level,0-35,N,Pass,71
17654,567752,M,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,86
17655,567779,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,57
17656,567950,M,West Midlands Region,A Level or Equivalent,35-55,N,Fail,67
17657,568813,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,91
17658,569358,M,Scotland,HE Qualification,0-35,N,Pass,67
17659,569560,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,86
17660,569694,M,North Western Region,Lower Than A Level,0-35,N,Distinction,90
17661,570414,M,Ireland,Lower Than A Level,0-35,N,Fail,73
17662,570448,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,60
17663,570626,M,South West Region,Lower Than A Level,0-35,N,Pass,82
17664,571186,M,London Region,A Level or Equivalent,0-35,N,Pass,81
17665,571443,F,East Midlands Region,HE Qualification,0-35,N,Distinction,91
17666,571448,F,South Region,A Level or Equivalent,0-35,N,Pass,83
17667,571620,M,North Western Region,Lower Than A Level,0-35,N,Pass,80
17668,571686,M,South Region,Lower Than A Level,0-35,N,Pass,94
17669,571818,M,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,87
17670,571963,M,North Region,A Level or Equivalent,0-35,N,Withdrawn,85
17671,571963,M,North Region,A Level or Equivalent,0-35,N,Pass,85
17672,572024,M,Scotland,HE Qualification,0-35,N,Pass,73
17673,572080,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,74
17674,572168,M,South Region,HE Qualification,0-35,N,Withdrawn,93
17675,572168,M,South Region,HE Qualification,0-35,N,Withdrawn,93
17676,572515,M,Wales,Lower Than A Level,0-35,Y,Distinction,92
17677,572602,M,South Region,A Level or Equivalent,0-35,N,Pass,90
17678,572944,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,40
17679,573200,M,East Midlands Region,Lower Than A Level,0-35,N,Distinction,88
17680,573214,M,South West Region,HE Qualification,0-35,N,Pass,83
17681,573292,M,Ireland,A Level or Equivalent,0-35,N,Pass,81
17682,573336,M,South Region,A Level or Equivalent,0-35,N,Pass,90
17683,573550,M,Wales,Lower Than A Level,0-35,N,Pass,68
17684,573593,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,75
17685,574038,M,South Region,Lower Than A Level,0-35,N,Pass,82
17686,574608,M,Scotland,A Level or Equivalent,35-55,N,Pass,93
17687,574983,M,Ireland,Lower Than A Level,35-55,N,Pass,49
17688,575241,M,South Region,Lower Than A Level,0-35,N,Pass,84
17689,575318,M,North Western Region,HE Qualification,0-35,N,Fail,65
17690,575336,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,82
17691,575343,M,Scotland,HE Qualification,0-35,N,Fail,82
17692,575401,M,North Region,A Level or Equivalent,0-35,N,Distinction,85
17693,575601,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,75
17694,575762,M,Yorkshire Region,HE Qualification,35-55,N,Pass,70
17695,575764,F,North Western Region,A Level or Equivalent,0-35,N,Pass,91
17696,576036,M,South East Region,A Level or Equivalent,0-35,N,Pass,85
17697,576292,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,50
17698,576405,M,Scotland,HE Qualification,0-35,Y,Pass,94
17699,576606,M,Scotland,HE Qualification,0-35,N,Withdrawn,88
17700,576750,M,South Region,HE Qualification,35-55,N,Pass,82
17701,576909,M,South Region,A Level or Equivalent,0-35,N,Distinction,90
17702,576962,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,84
17703,577560,M,South West Region,HE Qualification,0-35,N,Fail,35
17704,577735,M,South East Region,A Level or Equivalent,0-35,N,Pass,83
17705,577784,F,South East Region,A Level or Equivalent,0-35,N,Pass,86
17706,577995,M,East Midlands Region,Lower Than A Level,0-35,N,Distinction,95
17707,578056,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,63
17708,578438,M,South West Region,A Level or Equivalent,0-35,N,Pass,90
17709,578623,M,Wales,A Level or Equivalent,0-35,N,Withdrawn,79
17710,578654,M,Yorkshire Region,Lower Than A Level,0-35,N,Fail,56
17711,578725,M,Scotland,HE Qualification,0-35,N,Fail,57
17712,578736,M,Scotland,HE Qualification,35-55,N,Pass,57
17713,579011,M,North Western Region,A Level or Equivalent,35-55,N,Pass,82
17714,579130,M,West Midlands Region,A Level or Equivalent,0-35,Y,Pass,80
17715,579723,M,South East Region,Lower Than A Level,35-55,N,Pass,59
17716,580372,M,Yorkshire Region,HE Qualification,0-35,N,Fail,77
17717,580719,F,Scotland,HE Qualification,35-55,N,Distinction,96
17718,580774,M,Wales,Lower Than A Level,0-35,N,Fail,81
17719,580970,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,85
17720,581011,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,89
17721,581234,M,North Western Region,A Level or Equivalent,0-35,N,Pass,88
17722,581340,M,Scotland,HE Qualification,0-35,N,Distinction,88
17723,581438,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,92
17724,581439,M,West Midlands Region,HE Qualification,0-35,N,Fail,83
17725,581533,M,South West Region,A Level or Equivalent,0-35,N,Pass,81
17726,581716,F,Ireland,Lower Than A Level,0-35,N,Pass,82
17727,581716,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,82
17728,582768,M,Ireland,A Level or Equivalent,0-35,Y,Fail,58
17729,582913,M,East Anglian Region,Lower Than A Level,0-35,N,Distinction,88
17730,583186,M,North Western Region,Lower Than A Level,0-35,N,Fail,54
17731,583714,M,South West Region,A Level or Equivalent,0-35,N,Pass,68
17732,583839,M,Scotland,Lower Than A Level,35-55,N,Fail,78
17733,583855,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,86
17734,583933,M,Scotland,Lower Than A Level,35-55,N,Fail,59
17735,584514,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,55
17736,584514,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,55
17737,584567,M,South Region,Lower Than A Level,0-35,N,Fail,56
17738,584923,M,West Midlands Region,HE Qualification,0-35,N,Withdrawn,92
17739,585279,M,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,87
17740,585471,M,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,93
17741,585837,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,89
17742,586137,M,North Region,HE Qualification,0-35,N,Pass,90
17743,586236,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,82
17744,586621,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,71
17745,586979,M,South Region,A Level or Equivalent,35-55,N,Fail,83
17746,587014,M,South Region,A Level or Equivalent,0-35,N,Fail,70
17747,587319,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,89
17748,587346,M,Wales,A Level or Equivalent,0-35,N,Pass,59
17749,587382,M,North Region,A Level or Equivalent,0-35,N,Fail,72
17750,587616,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,71
17751,587677,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,81
17752,587682,M,South West Region,Lower Than A Level,0-35,N,Pass,90
17753,587714,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,86
17754,588231,M,London Region,Lower Than A Level,35-55,N,Pass,76
17755,588280,M,South East Region,A Level or Equivalent,35-55,N,Distinction,92
17756,588442,M,North Western Region,Lower Than A Level,0-35,N,Pass,65
17757,588502,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,90
17758,588628,M,South West Region,A Level or Equivalent,55<=,N,Distinction,84
17759,588628,M,South West Region,A Level or Equivalent,55<=,N,Pass,84
17760,588835,M,Scotland,Lower Than A Level,0-35,N,Pass,37
17761,588942,M,West Midlands Region,HE Qualification,0-35,N,Fail,79
17762,589055,F,North Region,Lower Than A Level,0-35,N,Fail,50
17763,589211,M,Scotland,A Level or Equivalent,35-55,N,Pass,79
17764,589380,M,Wales,HE Qualification,0-35,N,Distinction,89
17765,589506,M,North Region,A Level or Equivalent,0-35,N,Fail,53
17766,589856,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,90
17767,589856,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,90
17768,589902,M,South East Region,Lower Than A Level,0-35,N,Pass,89
17769,590017,M,East Anglian Region,HE Qualification,0-35,N,Distinction,90
17770,590882,M,South Region,Lower Than A Level,0-35,N,Pass,77
17771,591021,M,Ireland,Lower Than A Level,0-35,N,Distinction,93
17772,591165,M,Scotland,Lower Than A Level,0-35,N,Fail,87
17773,591398,M,South Region,A Level or Equivalent,35-55,N,Withdrawn,94
17774,591398,M,South Region,A Level or Equivalent,35-55,N,Distinction,94
17775,591424,M,North Western Region,HE Qualification,0-35,N,Withdrawn,92
17776,591942,M,London Region,Lower Than A Level,35-55,N,Pass,86
17777,591944,M,North Region,Lower Than A Level,0-35,N,Fail,67
17778,591995,M,Scotland,A Level or Equivalent,0-35,N,Pass,84
17779,592003,M,Ireland,A Level or Equivalent,0-35,N,Pass,90
17780,592172,M,North Western Region,Lower Than A Level,0-35,N,Fail,47
17781,592250,M,Scotland,HE Qualification,0-35,N,Pass,86
17782,592791,M,East Midlands Region,HE Qualification,0-35,N,Fail,56
17783,592895,F,North Region,Post Graduate Qualification,0-35,N,Distinction,92
17784,593362,M,Scotland,Lower Than A Level,35-55,N,Withdrawn,68
17785,593400,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,57
17786,593487,M,Scotland,HE Qualification,0-35,N,Pass,78
17787,593534,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,58
17788,593587,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,80
17789,593924,M,London Region,A Level or Equivalent,0-35,N,Distinction,89
17790,594233,M,North Region,A Level or Equivalent,0-35,N,Fail,92
17791,594431,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,93
17792,594452,M,Scotland,HE Qualification,0-35,N,Fail,42
17793,594517,M,South West Region,A Level or Equivalent,0-35,N,Pass,81
17794,594602,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,58
17795,594864,M,Yorkshire Region,Lower Than A Level,0-35,N,Fail,79
17796,594976,M,Scotland,HE Qualification,0-35,N,Pass,84
17797,595100,M,Scotland,Post Graduate Qualification,35-55,N,Withdrawn,90
17798,595100,M,Scotland,Post Graduate Qualification,35-55,N,Pass,90
17799,595244,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,91
17800,596002,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,87
17801,596319,M,North Region,Post Graduate Qualification,0-35,N,Pass,88
17802,596361,M,North Region,Lower Than A Level,35-55,N,Distinction,89
